buyer_name_clean,ocid,level1,sic_code,sic_string,start_date,end_date,co2_pm
DEPT OF AVIATION,ocds-0c46vo-0517-148385,,71122,Engineering related scientific and technical consulting activities,2021-03-22,2026-03-21,0.8333342465753425
DEPT OF STREETS & SANITATION,ocds-0c46vo-0517-149610,,81300,Landscape service activities,2021-03-24,2026-03-23,5.913818730890137
FIRE DEPARTMENT,ocds-0c46vo-0517-82901,,62012,Business and domestic software development,2021-03-25,2024-03-24,0.08333342465753424
DEPT OF STREETS & SANITATION,ocds-0c46vo-0517-151208,,81300,Landscape service activities,2021-03-29,2026-03-28,7.020007693150685
DEPT OF FAMILY AND SUPPORT SERVICES,ocds-0c46vo-0517-155797,,71122,Engineering related scientific and technical consulting activities,2021-04-01,2022-09-30,0.04648083247349177
DEPT OF FAMILY AND SUPPORT SERVICES,ocds-0c46vo-0517-155960,,70229,Management consultancy activities other than financial management,2021-04-01,2022-09-30,2.224255941499086
DEPT OF FAMILY AND SUPPORT SERVICES,ocds-0c46vo-0517-151988,,62020,Information technology consultancy activities,2021-04-01,2022-06-30,0.2874545274725275
DEPT OF FAMILY AND SUPPORT SERVICES,ocds-0c46vo-0517-155796,,62020,Information technology consultancy activities,2021-04-01,2022-09-30,0.14524780542778795
DEPARTMENT OF HEALTH,ocds-0c46vo-0517-170662,Central Government,85320,Technical and vocational secondary education,2021-04-01,2022-07-31,112.65444444444444
DEPT OF FAMILY AND SUPPORT SERVICES,ocds-0c46vo-0517-151991,,71122,Engineering related scientific and technical consulting activities,2021-04-01,2022-06-30,0.14372726373626374
DEPT OF FAMILY AND SUPPORT SERVICES,ocds-0c46vo-0517-155793,,71122,Engineering related scientific and technical consulting activities,2021-04-01,2022-09-30,0.049861145440585015
DEPT OF FAMILY AND SUPPORT SERVICES,ocds-0c46vo-0517-155795,,62020,Information technology consultancy activities,2021-04-01,2022-09-30,0.1594296613107861
DEPT OF FAMILY AND SUPPORT SERVICES,ocds-0c46vo-0517-155785,,62020,Information technology consultancy activities,2021-04-01,2022-09-30,0.06524409953199269
DEPT OF FAMILY AND SUPPORT SERVICES,ocds-0c46vo-0517-155787,,62020,Information technology consultancy activities,2021-04-01,2022-09-30,0.18632703234734918
DEPT OF FAMILY AND SUPPORT SERVICES,ocds-0c46vo-0517-155799,,71122,Engineering related scientific and technical consulting activities,2021-04-01,2022-09-30,0.09538221147531993
DEPT OF FAMILY AND SUPPORT SERVICES,ocds-0c46vo-0517-155800,,71122,Engineering related scientific and technical consulting activities,2021-04-01,2022-09-30,0.030516791517367456
DEPT OF FAMILY AND SUPPORT SERVICES,ocds-0c46vo-0517-151985,,71122,Engineering related scientific and technical consulting activities,2021-04-01,2022-06-30,0.14372726373626374
DEPT OF FAMILY AND SUPPORT SERVICES,ocds-0c46vo-0517-151990,,71122,Engineering related scientific and technical consulting activities,2021-04-01,2022-06-30,0.14372726373626374
DEPT OF FAMILY AND SUPPORT SERVICES,ocds-0c46vo-0517-151992,,71122,Engineering related scientific and technical consulting activities,2021-04-01,2022-06-30,0.07687737362637362
DEPT OF GENERAL SERVICES,ocds-0c46vo-0517-158364,,71122,Engineering related scientific and technical consulting activities,2021-04-01,2022-12-31,21.390222971830983
DEPT OF COMMUNITY DEVELOPMENT,ocds-0c46vo-0517-157833,,43290,Other construction installation,2021-04-09,2023-04-09,0.2356252582191781
DEPARTMENT OF HEALTH,ocds-0c46vo-0517-167885,Central Government,72190,Other research and experimental development on natural sciences and engineering,2021-04-15,2022-07-31,25.77686440677966
CHICAGO DEPARTMENT OF TRANSPORTATION,ocds-0c46vo-0517-151774,,43290,Other construction installation,2021-04-16,2023-02-28,44.533967789165445
DEPT OF GENERAL SERVICES,ocds-0c46vo-0517-134953,,28250,Manufacture of non,2021-04-20,2024-04-19,90.36358889514871
DEPT OF GENERAL SERVICES,ocds-0c46vo-0517-151974,,35220,Distribution of gaseous fuels through mains,2021-04-26,2024-04-25,10.88542859589041
CPD,ocds-0c46vo-0517-1170445,,20130,Manufacture of other inorganic basic chemicals,2021-04-29,2022-04-29,188.65927824966738
CHICAGO DEPARTMENT OF TRANSPORTATION,ocds-0c46vo-0517-158363,,71122,Engineering related scientific and technical consulting activities,2021-04-29,2022-12-31,57.896271849427166
DEPT OF COMMUNITY DEVELOPMENT,ocds-0c46vo-0517-177807,,68320,Management of real estate on a fee or contract basis,2021-04-30,2022-04-30,2.000002191780822
DEPT OF COMMUNITY DEVELOPMENT,ocds-0c46vo-0517-157365,,90030,Artistic creation,2021-04-30,2061-12-31,0.08588947143938068
OFFICE OF BUDGET & MANAGEMENT,ocds-0c46vo-0517-160904,,74901,Environmental consulting activities,2021-05-01,2022-04-30,3.0399987527472527
DEPARTMENT OF CULTURAL AFFAIRS,ocds-0c46vo-0517-134948,,32500,Manufacture of medical and dental instruments and supplies,2021-05-01,2024-04-30,0.00822292567808219
DEPT OF COMMUNITY DEVELOPMENT,ocds-0c46vo-0517-174012,,70229,Management consultancy activities other than financial management,2021-05-03,2026-04-30,0.040043927591881516
DEPARTMENT OF WATER MANAGEMENT,ocds-0c46vo-0517-147772,,38120,Collection of hazardous waste,2021-05-03,2026-05-02,2.7199863141369867
CHICAGO PUBLIC LIBRARY,ocds-0c46vo-0517-149964,,28230,Manufacture of office machinery and equipment (except computers and peripheral equipment),2021-05-04,2025-05-03,0.014538315932383562
CITY CLERK,ocds-0c46vo-0517-127486,,62020,Information technology consultancy activities,2021-05-11,2024-05-10,0.7648341715068492
DEPT OF PROCUREMENT SERVICES,ocds-0c46vo-0517-156386,,71122,Engineering related scientific and technical consulting activities,2021-05-12,2022-05-11,0.008356236263736263
DEPT OF COMMUNITY DEVELOPMENT,ocds-0c46vo-0517-159985,,86101,Hospital activities,2021-05-12,2022-11-12,0.3606124170491803
DEPARTMENT OF CULTURAL AFFAIRS,ocds-0c46vo-0517-167943,,70229,Management consultancy activities other than financial management,2021-05-14,2022-06-30,0.02953077669902913
DEPT OF COMMUNITY DEVELOPMENT,ocds-0c46vo-0517-159469,,43290,Other construction installation,2021-05-24,2022-11-24,1.3850956284153004
DEPT OF FAMILY AND SUPPORT SERVICES,ocds-0c46vo-0517-177882,,58290,Other software publishing,2021-06-01,2022-12-31,0
DEPARTMENT OF CULTURAL AFFAIRS,ocds-0c46vo-0517-159001,,74209,Photographic activities not elsewhere classified,2021-06-01,2023-05-31,0.00834477366255144
DEPT OF AVIATION,ocds-0c46vo-0517-152217,,27900,Manufacture of other electrical equipment,2021-06-01,2026-05-31,4.037504424657534
DEPARTMENT OF CULTURAL AFFAIRS,ocds-0c46vo-0517-158880,,74209,Photographic activities not elsewhere classified,2021-06-01,2023-05-31,0.00834477366255144
DEPT OF COMMUNITY DEVELOPMENT,ocds-0c46vo-0517-165112,,71122,Engineering related scientific and technical consulting activities,2021-06-01,2022-05-31,0.4225180454505495
DEPARTMENT OF CULTURAL AFFAIRS,ocds-0c46vo-0517-176930,,70229,Management consultancy activities other than financial management,2021-06-01,2022-12-31,0.05262404844290658
DEPARTMENT OF CULTURAL AFFAIRS,ocds-0c46vo-0517-158834,,74209,Photographic activities not elsewhere classified,2021-06-01,2023-05-31,0.00834477366255144
DEPARTMENT OF CULTURAL AFFAIRS,ocds-0c46vo-0517-158835,,73110,Advertising agencies,2021-06-01,2022-05-31,0
DEPARTMENT OF CULTURAL AFFAIRS,ocds-0c46vo-0517-161672,,73110,Advertising agencies,2021-06-01,2022-05-31,0
DEPARTMENT OF CULTURAL AFFAIRS,ocds-0c46vo-0517-158878,,74209,Photographic activities not elsewhere classified,2021-06-01,2023-05-31,0.00834477366255144
DEPARTMENT OF CULTURAL AFFAIRS,ocds-0c46vo-0517-158844,,73110,Advertising agencies,2021-06-01,2022-05-31,0
DEPARTMENT OF CULTURAL AFFAIRS,ocds-0c46vo-0517-158843,,74209,Photographic activities not elsewhere classified,2021-06-01,2023-05-31,0.00834477366255144
DEPT OF GENERAL SERVICES,ocds-0c46vo-0517-157717,,26200,Manufacture of computers and peripheral equipment,2021-06-01,2026-05-31,9.000009863013698
DEPARTMENT OF CULTURAL AFFAIRS,ocds-0c46vo-0517-158840,,74209,Photographic activities not elsewhere classified,2021-06-01,2023-05-31,0.00834477366255144
DEPT OF STREETS & SANITATION,ocds-0c46vo-0517-151329,,74901,Environmental consulting activities,2021-06-07,2024-06-07,44.212751554467154
DEPT OF COMMUNITY DEVELOPMENT,ocds-0c46vo-0517-162565,,71122,Engineering related scientific and technical consulting activities,2021-06-10,2023-06-10,0.007946225374849316
DEPARTMENT OF WATER MANAGEMENT,ocds-0c46vo-0517-158571,,32500,Manufacture of medical and dental instruments and supplies,2021-06-14,2026-06-13,4.699790567116438
DEPT OF GENERAL SERVICES,ocds-0c46vo-0517-147773,,71122,Engineering related scientific and technical consulting activities,2021-06-23,2024-06-22,0.012083346575342465
DEPARTMENT OF WATER MANAGEMENT,ocds-0c46vo-0517-124261,,71121,Engineering design activities for industrial process and production,2021-06-28,2026-06-27,1.28755841102137
OFFICE OF BUDGET & MANAGEMENT,ocds-0c46vo-0517-170877,,84250,Fire service activities,2021-06-28,2031-12-31,0.2971928738926524
DEPARTMENT OF CULTURAL AFFAIRS,ocds-0c46vo-0517-162570,,82301,Activities of exhibition and fair organisers,2021-06-29,2022-06-28,0.43870240384615383
DEPARTMENT OF HEALTH,ocds-0c46vo-0517-176201,Central Government,71122,Engineering related scientific and technical consulting activities,2021-06-30,2022-06-29,0.5527148914285714
DEPT OF FAMILY AND SUPPORT SERVICES,ocds-0c46vo-0517-158006,,71122,Engineering related scientific and technical consulting activities,2021-07-01,2022-06-30,0.11531606043956043
DEPT OF FAMILY AND SUPPORT SERVICES,ocds-0c46vo-0517-163855,,71122,Engineering related scientific and technical consulting activities,2021-07-01,2022-06-30,0.016712472527472527
DEPT OF FAMILY AND SUPPORT SERVICES,ocds-0c46vo-0517-158306,,71122,Engineering related scientific and technical consulting activities,2021-07-01,2022-06-30,0.04512367582417583
DEPARTMENT OF HEALTH,ocds-0c46vo-0517-142489,Central Government,94110,Activities of business and employers membership organizations,2021-07-01,2022-12-31,0.6804576572025548
DEPT OF FAMILY AND SUPPORT SERVICES,ocds-0c46vo-0517-163845,,71122,Engineering related scientific and technical consulting activities,2021-07-01,2022-06-30,0.013369978021978021
DEPT OF FAMILY AND SUPPORT SERVICES,ocds-0c46vo-0517-163832,,71122,Engineering related scientific and technical consulting activities,2021-07-01,2022-06-30,0.36767439560439563
DEPT OF FAMILY AND SUPPORT SERVICES,ocds-0c46vo-0517-163838,,69201,Accounting and auditing activities,2021-07-01,2022-06-30,0
DEPT OF FAMILY AND SUPPORT SERVICES,ocds-0c46vo-0517-163829,,82990,Other business support service activities n.e.c.,2021-07-01,2022-06-30,3.459481813186813
DEPT OF FAMILY AND SUPPORT SERVICES,ocds-0c46vo-0517-162818,,62020,Information technology consultancy activities,2021-07-01,2022-06-30,0.16712472527472527
DEPT OF FAMILY AND SUPPORT SERVICES,ocds-0c46vo-0517-158193,,71122,Engineering related scientific and technical consulting activities,2021-07-01,2022-06-30,0.13537102747252747
DEPT OF FAMILY AND SUPPORT SERVICES,ocds-0c46vo-0517-163844,,71122,Engineering related scientific and technical consulting activities,2021-07-01,2022-06-30,0.050137417582417576
DEPT OF FAMILY AND SUPPORT SERVICES,ocds-0c46vo-0517-163828,,71122,Engineering related scientific and technical consulting activities,2021-07-01,2022-06-30,0.5347991208791208
DEPT OF FAMILY AND SUPPORT SERVICES,ocds-0c46vo-0517-163839,,71122,Engineering related scientific and technical consulting activities,2021-07-01,2022-06-30,0.008356236263736263
DEPT OF FAMILY AND SUPPORT SERVICES,ocds-0c46vo-0517-163822,,71122,Engineering related scientific and technical consulting activities,2021-07-01,2022-06-30,0.7971849395604395
DEPT OF FAMILY AND SUPPORT SERVICES,ocds-0c46vo-0517-174125,,71122,Engineering related scientific and technical consulting activities,2021-07-01,2022-11-30,1.1680736446827853
DEPT OF FAMILY AND SUPPORT SERVICES,ocds-0c46vo-0517-163849,,71122,Engineering related scientific and technical consulting activities,2021-07-01,2022-06-30,1.0695982417582417
DEPT OF FAMILY AND SUPPORT SERVICES,ocds-0c46vo-0517-158305,,90030,Artistic creation,2021-07-01,2022-06-30,0.09024735164835165
DEPT OF FAMILY AND SUPPORT SERVICES,ocds-0c46vo-0517-163856,,70229,Management consultancy activities other than financial management,2021-07-01,2022-06-30,1.303572857142857
DEPT OF FAMILY AND SUPPORT SERVICES,ocds-0c46vo-0517-158303,,90030,Artistic creation,2021-07-01,2022-06-30,0.020054967032967032
DEPT OF FAMILY AND SUPPORT SERVICES,ocds-0c46vo-0517-163361,,71122,Engineering related scientific and technical consulting activities,2021-07-01,2022-06-30,0.16712472527472527
DEPT OF FAMILY AND SUPPORT SERVICES,ocds-0c46vo-0517-163827,,25110,Manufacture of metal structures and parts of structures,2021-07-01,2022-06-30,10.528857692307692
DEPT OF FAMILY AND SUPPORT SERVICES,ocds-0c46vo-0517-163831,,71122,Engineering related scientific and technical consulting activities,2021-07-01,2022-06-30,0.317536978021978
DEPT OF FAMILY AND SUPPORT SERVICES,ocds-0c46vo-0517-186355,,65120,Non,2021-07-01,2022-06-30,0
DEPT OF FAMILY AND SUPPORT SERVICES,ocds-0c46vo-0517-163826,,71122,Engineering related scientific and technical consulting activities,2021-07-01,2022-06-30,0.15041225274725276
DEPT OF FAMILY AND SUPPORT SERVICES,ocds-0c46vo-0517-164377,,49320,Taxi operation,2021-07-01,2023-06-30,59.58168395061728
DEPT OF FAMILY AND SUPPORT SERVICES,ocds-0c46vo-0517-163824,,71122,Engineering related scientific and technical consulting activities,2021-07-01,2022-06-30,0.05849365384615384
DEPT OF FAMILY AND SUPPORT SERVICES,ocds-0c46vo-0517-163841,,71122,Engineering related scientific and technical consulting activities,2021-07-01,2022-06-30,0.15041225274725276
DEPT OF COMMUNITY DEVELOPMENT,ocds-0c46vo-0517-174337,,43290,Other construction installation,2021-07-01,2022-06-30,4.178118131868132
DEPT OF FAMILY AND SUPPORT SERVICES,ocds-0c46vo-0517-158013,,68209,Other letting and operating of own or leased real estate,2021-07-01,2022-06-30,0.038438686813186816
DEPT OF FAMILY AND SUPPORT SERVICES,ocds-0c46vo-0517-174122,,71122,Engineering related scientific and technical consulting activities,2021-07-01,2022-11-30,0.10157177475435203
DEPT OF FAMILY AND SUPPORT SERVICES,ocds-0c46vo-0517-163852,,69201,Accounting and auditing activities,2021-07-01,2022-06-30,0
DEPT OF FAMILY AND SUPPORT SERVICES,ocds-0c46vo-0517-163848,,69201,Accounting and auditing activities,2021-07-01,2022-06-30,0
DEPT OF FAMILY AND SUPPORT SERVICES,ocds-0c46vo-0517-163830,,71122,Engineering related scientific and technical consulting activities,2021-07-01,2022-06-30,3.4761942857142856
DEPT OF FAMILY AND SUPPORT SERVICES,ocds-0c46vo-0517-163850,,71122,Engineering related scientific and technical consulting activities,2021-07-01,2022-06-30,0.1336997802197802
DEPT OF FAMILY AND SUPPORT SERVICES,ocds-0c46vo-0517-163840,,71122,Engineering related scientific and technical consulting activities,2021-07-01,2022-06-30,0.08356236263736264
DEPT OF FAMILY AND SUPPORT SERVICES,ocds-0c46vo-0517-163858,,70229,Management consultancy activities other than financial management,2021-07-01,2022-06-30,3.04167
DEPT OF FAMILY AND SUPPORT SERVICES,ocds-0c46vo-0517-163846,,69201,Accounting and auditing activities,2021-07-01,2022-06-30,0
DEPT OF FAMILY AND SUPPORT SERVICES,ocds-0c46vo-0517-158304,,71122,Engineering related scientific and technical consulting activities,2021-07-01,2022-06-30,0.15041225274725276
DEPT OF FAMILY AND SUPPORT SERVICES,ocds-0c46vo-0517-163847,,71122,Engineering related scientific and technical consulting activities,2021-07-01,2022-06-30,0.15041225274725276
DEPT OF FAMILY AND SUPPORT SERVICES,ocds-0c46vo-0517-163821,,69201,Accounting and auditing activities,2021-07-01,2022-06-30,0
DEPARTMENT OF HEALTH,ocds-0c46vo-0517-165669,Central Government,21100,Manufacture of basic pharmaceutical products,2021-07-01,2022-06-30,1.193596431675824
DEPT OF PROCUREMENT SERVICES,ocds-0c46vo-0517-158845,,82990,Other business support service activities n.e.c.,2021-07-02,2022-07-01,0.07520612637362638
DEPT OF AVIATION,ocds-0c46vo-0517-156726,,80200,Security systems service activities,2021-07-06,2026-07-05,0.20416689041095892
DEPARTMENT OF CULTURAL AFFAIRS,ocds-0c46vo-0517-145993,,30990,Manufacture of other transport equipment n.e.c.,2021-07-12,2026-07-11,1.1387262479178082
DEPT OF COMMUNITY DEVELOPMENT,ocds-0c46vo-0517-134949,,62020,Information technology consultancy activities,2021-07-16,2024-07-15,0.0386900424
DEPARTMENT OF CULTURAL AFFAIRS,ocds-0c46vo-0517-169179,,71122,Engineering related scientific and technical consulting activities,2021-07-20,2022-12-31,0.14374621928166353
DEPT OF COMMUNITY DEVELOPMENT,ocds-0c46vo-0517-186167,,43290,Other construction installation,2021-07-30,2024-07-30,13.876231751824818
DEPARTMENT OF CULTURAL AFFAIRS,ocds-0c46vo-0517-144948,,27900,Manufacture of other electrical equipment,2021-08-01,2026-07-31,11.61842523250685
DEPT OF FAMILY AND SUPPORT SERVICES,ocds-0c46vo-0517-172519,,69201,Accounting and auditing activities,2021-08-01,2022-06-30,0
FIRE DEPARTMENT,ocds-0c46vo-0517-149913,,46630,"Wholesale of mining, construction and civil engineering machinery",2021-08-01,2026-08-01,9.565602395947426
DEPT OF BUSINESS AFFAIRS & CONSUMER PROTECTION,ocds-0c46vo-0517-164350,,43290,Other construction installation,2021-08-01,2022-07-31,0.8356236263736263
DEPARTMENT OF CULTURAL AFFAIRS,ocds-0c46vo-0517-158833,,82301,Activities of exhibition and fair organisers,2021-08-01,2026-07-31,1.6231512037938904
DEPT OF GENERAL SERVICES,ocds-0c46vo-0517-161148,,25730,Manufacture of tools,2021-08-04,2026-08-03,19.765541960844164
OFFICE OF PUBLIC SAFETY ADMINISTRATION,ocds-0c46vo-0517-170495,,62020,Information technology consultancy activities,2021-08-10,2024-10-31,5.532674803153345
DEPARTMENT OF FINANCE,ocds-0c46vo-0517-167326,,71122,Engineering related scientific and technical consulting activities,2021-08-11,2022-07-31,18.234061878345
DEPT OF PROCUREMENT SERVICES,ocds-0c46vo-0517-163365,,71122,Engineering related scientific and technical consulting activities,2021-08-13,2022-08-12,0.008356236263736263
DEPARTMENT OF HEALTH,ocds-0c46vo-0517-166224,Central Government,86900,Other human health activities,2021-08-15,2022-09-30,0.3010587240875912
