releasedate,startdate,enddate,buyer,buyer_matched_name,level1,ocid,contactname,title,description,value,currency
2018-06-18 00:00:00+00,2018-06-18 00:00:00+00,2018-07-02 00:00:00+00,Cabinet Office,CABINET OFFICE,Central Government,ocds-0c46vo-0070-7067,,Cabinet Office lead product manager,Lead the digital team to transition Ethnicity facts and figures from public beta on GOV.UK to live.This is a great opportunity to work on a high-profile project with significant ministerial interest that has social impact and is underpinned by user needs.This role falls outside IR35.,,
2018-06-18 00:00:00+00,2018-06-18 00:00:00+00,2018-07-02 00:00:00+00,Cabinet Office,CABINET OFFICE,Central Government,ocds-0c46vo-0070-7067,,Cabinet Office lead product manager,Lead the digital team to transition Ethnicity facts and figures from public beta on GOV.UK to live.This is a great opportunity to work on a high-profile project with significant ministerial interest that has social impact and is underpinned by user needs.This role falls outside IR35.,,
2018-06-18 00:00:00+00,2018-06-18 00:00:00+00,2018-07-02 00:00:00+00,Cabinet Office,CABINET OFFICE,Central Government,ocds-0c46vo-0070-7067,,Cabinet Office lead product manager,Lead the digital team to transition Ethnicity facts and figures from public beta on GOV.UK to live.This is a great opportunity to work on a high-profile project with significant ministerial interest that has social impact and is underpinned by user needs.This role falls outside IR35.,,
2018-06-18 00:00:00+00,2018-06-18 00:00:00+00,2018-07-02 00:00:00+00,Cabinet Office,CABINET OFFICE,Central Government,ocds-0c46vo-0070-7067,,Cabinet Office lead product manager,Lead the digital team to transition Ethnicity facts and figures from public beta on GOV.UK to live.This is a great opportunity to work on a high-profile project with significant ministerial interest that has social impact and is underpinned by user needs.This role falls outside IR35.,,
2018-06-18 00:00:00+00,2018-06-18 00:00:00+00,2018-07-02 00:00:00+00,Cabinet Office,CABINET OFFICE,Central Government,ocds-0c46vo-0070-7067,,Cabinet Office lead product manager,Lead the digital team to transition Ethnicity facts and figures from public beta on GOV.UK to live.This is a great opportunity to work on a high-profile project with significant ministerial interest that has social impact and is underpinned by user needs.This role falls outside IR35.,,
2018-06-18 00:00:00+00,2018-06-18 00:00:00+00,2018-07-02 00:00:00+00,Cabinet Office,CABINET OFFICE,Central Government,ocds-0c46vo-0070-7067,,Cabinet Office lead product manager,Lead the digital team to transition Ethnicity facts and figures from public beta on GOV.UK to live.This is a great opportunity to work on a high-profile project with significant ministerial interest that has social impact and is underpinned by user needs.This role falls outside IR35.,,
2018-06-18 00:00:00+00,2018-06-18 00:00:00+00,2018-07-02 00:00:00+00,Cabinet Office,CABINET OFFICE,Central Government,ocds-0c46vo-0070-7067,,Cabinet Office lead product manager,Lead the digital team to transition Ethnicity facts and figures from public beta on GOV.UK to live.This is a great opportunity to work on a high-profile project with significant ministerial interest that has social impact and is underpinned by user needs.This role falls outside IR35.,,
2018-03-23 00:00:00+00,2018-03-23 00:00:00+00,2018-04-06 00:00:00+00,"Government Digital Service, part of Cabinet Office",,,ocds-0c46vo-0070-6591,,WP1566: GCF Exit Support Project copy,"The work requires PSN customers to migrate from Government Commercial Frameworks by March 2019 and on-board to a new PSN DNS service. Customers that need to a new transitional email service will also be migrated, and ensuring PSN customers on other connected government networks can still reach each another’s services.",,
2018-01-11 00:00:00+00,2018-01-11 00:00:00+00,2018-01-18 00:00:00+00,"Government Digital Service, part of Cabinet Office",,,ocds-0c46vo-0070-6048,,WP1546: Senior Java Developer,Senior Java Developer to work on PCI DSS accredited GOV.UK Pay payments platform to help with the outstanding backlog of work to scale the recently launched platform to onboard new services and to further develop its product offering.,,
2018-01-11 00:00:00+00,2018-01-11 00:00:00+00,2018-01-25 00:00:00+00,"Government Digital Service, part of Cabinet Office",,,ocds-0c46vo-0070-6050,,WP1538: Outcome for a skilled digital team to develop GovWifi from beta to a live service,"GDS require a team with good knowledge PHP and Ruby to develop, run and support the GovWifi from public beta to a live service.
Visitors and Civil Servants have internet access in public sector buildings across the country, having only needing to register once and access the internet in multiple locations.",,
2017-06-12 16:37:50+00,,2016-12-01 00:00:00+00,H M GOVERNMENT CABINET OFFICE,,,ocds-0c46vo-0001-0cd11368-48d6-48ed-8fdb-0f3c871580d6,GDS,Mercator IT Solutions Limited,Provision of a Portfolio Manager specialist for the Common Technology Services team.,0,GBP
2017-11-24 00:00:00+00,,2017-12-21 00:00:00+00,The Minister for the Cabinet Office acting through Crown Commercial Service,,,ocds-0c46vo-0133-470882-2017,,Supplier Early Payment Solutions (SEPS).,"The Framework Supplier will fund the SCF solution to Contracting Authorities Suppliers. There will be a single fixed cost rate (other than one (1) month GBP LIBOR fluctuations) charged by the Framework Supplier to the Contracting Authorities Supplier for receiving early payment. The Discount solution will enable Contracting Authorities to use their own funds to offer the early payment in return for a discount. The interaction between the Contracting Authorities Supplier and the Framework Supplier shall be facilitated by an online portal which can allow for dynamic discounting. Dynamic discounting means that Contracting Authorities Suppliers are able to select which of its invoices they want paid early and on which date, before their contracted payment term. There may be a need for technical integration into the Contracting Authorities ERP for the supplier online Discount solution.",,
2017-04-27 00:00:00+00,,2017-05-26 00:00:00+00,The Minister for the Cabinet Office acting through Crown Commercial Service,,,ocds-0c46vo-0133-158667-2017,,Post and courier services,"This includes the collection and delivery of UN Class 6.2 Infectious Substances (Category A and Category B), Non-Infectious Substances, Biological Substances, Blood and Tissue, which includes but is not limited to the following: 
— Infectious Substances Category A UN Class 6, division 6.2 UN 2814, 
— Infectious Substances Category A, UN Class 6, division 6.2 UN 2900, 
— Toxic Substances UN Class 6, division 6.1, 
— Genetically modified organisms which are classed as UN 2814 and UN 2900, 
— Any diagnostic and/or investigative specimens for laboratory analysis which are classified as UN2814 and/or UN2900; 
— Infectious Substances Class 6.2 Category B UN3373 including but not limited to: 
— Patient specimens of human or animal material including swabs, excreta, secreta, human tissue, 
— Biological specimens — not classed as Cat A or HCDG, 
— Samples (Class 6.2) for food chain and environmental testing, 
— Frozen samples, 
— Exotic disease samples. 
Cont. at II.2.7. 
The scope of Lot 2 shall deliver a full suite of service lines capable of fulfilling the broad range of Contracting Authorities requirements for the secure collection, transportation and delivery of Controlled Drugs and Pharmaceuticals. 
This includes the collection, transportation and delivery of Pharmaceuticals, and Controlled Drugs, which are listed below but are not limited to: 
— Pharmaceuticals; 
— Controlled drugs including drug precursors; 
— Medical supplies; 
— Associated equipment. 
The scope of Lot 3 will be to deliver a full suite of services capable of fulfilling the broad range of Contracting Body requirements for the transportation, collection, delivery and processing of Secure Cash and Valuables in Transit, Collection, Delivery and Processing Service. 
The Supplier must be able to provide a range of flexible requirements including but not limited to: 
— Collection and delivery from pre-agreed collection points and locations within the UK. Scheduled collections — regular collections from a pre-agreed collection point location(s) including multiple sites at a pre-agreed times; 
— Ad-hoc collections — potentially at short notice; 
— Out of Hours collection — Where required, this will be defined by the Contracting Authority at Further Competition; 
— Delivery of all collected consignments to a bank and/or cash-processing centre on the next working day; 
— Cash and coin ordering service; 
Cont. at II.2.14. 
The scope of Lot 4 will deliver a full suite of service lines capable of fulfilling the broad range of Contracting Authority requirements for the Collection, Transportation and Delivery of Explosive 
substances and articles (UN Class 1) and Firearms. 
The Core Requirements under this Lot are defined but not limited to the Collection, Transportation and Delivery of Explosive Substances and articles (UN Class 1); 
— UN Class 1 High Consequence Explosive Substances and articles; 
— UN Class 1 Explosive Substances and articles and articles division 1.1-1.6; 
— Section 5 Firearms; 
— Section 1 Firearms; 
— Section 2 Firearms; 
— Handguns for humane dispatch; 
— Small arms ammunition; 
— CS Gas and PAVA Spray; 
— Chain of custody transportation service and services. 
This includes seized, seized under forfeiture, detained and confiscated goods, which are listed below but are not limited to: 
— Illegal drugs; 
— Controlled drugs and pharmaceuticals; 
— Firearms, including any associated ammunition; 
— Counterfeited items (including electrical items, clothing, footwear, money alcohol, pharmaceuticals, toys, accessories); 
— Designer, branded, bespoke items (including clothing, footwear, jewellery, watches); 
— Alcohol including spirits, wine (including sparkling wine), beer and associated items; 
— High valuable goods including money (including foreign currency); jewellery, watches, clocks, fine art; 
— Electrical items, brown goods, white goods; 
— Sports equipment; 
— Miscellaneous items; 
— Tobacco products (including tobacco, cigarettes, e-cigarettes, cigars and other tobacco products); 
— Perishable items; meat, poultry, fish, dairy products, vegetables; 
Cont. at II.2.14. 
The scope of Lot 6 shall deliver a full suite of service lines capable of fulfilling the broad range of Contracting Authorities requirements for the secure collection and delivery of the Haulage, Storage and Disposal of Vehicles and related services consignments. 
This includes seized, under forfeiture, detained and confiscated vehicles, which are listed below but are not limited to: 
— Vehicles, including cars, motorcycles, pushbikes, quad bikes; 
— Commercial vehicles (including light, heavy and tankers); 
— Vessels (boats, canoes, jet skis etc.); 
— Caravans and motor homes; 
— Plant, machinery; 
— Trailers of all sizes; 
— Vehicle components; 
— Aircraft; 
— Vehicles and items confiscated or seized under a forfeiture order (POCA); 
— Vehicles and items detained or confiscated under the PACE Act; 
— Vehicles that may have no accompanying paperwork or keys. 
The scope of Lot 7 will deliver a full suite of service lines capable of fulfilling the broad range of Contracting Authority requirements for the Collection, Transportation and Delivery of Radioactive Materials. 
The Core Requirements under this Lot are defined but not limited to the Collection, Transportation and Delivery of Radioactive Materials (UN Class 7) as detailed below: 
— UN Class 7 Radioactive Materials; 
— UN Class 7, High Consequence Radioactive Material.",,
